quote_id,speaker,confidence,method,paragraph,text
q02232,,0.00,unresolved,2114,"“You know that's a good work to do for the sake of other people, besides the owner. And you don't know but that they may have a better owner soon, whom you will like to work for. If I die, my cousin Tradgett will have the estate and take my name. He is a good fellow.”"
q02233,,0.00,unresolved,2116,"“And then, if you would talk to the Poysers—if you would talk the matter over with Mr. Irwine—he means to see you to-morrow—and then if you would join your arguments to his to prevail on them not to go.... I know, of course, that they would not accept any favour from me—I mean nothing of that kind—but I'm sure they would suffer less in the end. Irwine thinks so too. And Mr. Irwine is to have the chief authority on the estate—he has consented to undertake that. They will really be under no man but one whom they respect and like. It would be the same with you, Adam, and it could be nothing but a desire to give me worse pain that could incline you to go.”"
q02234,,0.00,unresolved,2117,"“I wouldn't act so towards you, I know. If you were in my place and I in yours, I should try to help you to do the best.”"
q02235,,0.00,unresolved,2118,"“Perhaps you've never done anything you've had bitterly to repent of in your life, Adam; if you had, you would be more generous. You would know then that it's worse for me than for you.”"
q02236,,0.00,unresolved,2120,“Haven't I loved her too? Didn't I see her yesterday? Shan't I carry the thought of her about with me as much as you will? And don't you think you would suffer more if you'd been in fault?”
q02237,,0.00,unresolved,2122,"“It's true what you say, sir. I'm hard—it's in my nature. I was too hard with my father, for doing wrong. I've been a bit hard t' everybody but her. I felt as if nobody pitied her enough—her suffering cut into me so; and when I thought the folks at the farm were too hard with her, I said I'd never be hard to anybody myself again. But feeling overmuch about her has perhaps made me unfair to you. I've known what it is in my life to repent and feel it's too late. I felt I'd been too harsh to my father when he was gone from me—I feel it now, when I think of him. I've no right to be hard towards them as have done wrong and repent.”"
q02238,,0.00,unresolved,2124,"“I wouldn't shake hands with you once, sir, when you asked me—but if you're willing to do it now, for all I refused then...”"
q02239,,0.00,unresolved,2126,"“Adam,”"
q02240,,0.00,unresolved,2126,"“it would never have happened if I'd known you loved her. That would have helped to save me from it. And I did struggle: I never meant to injure her. I deceived you afterwards—and that led on to worse; but I thought it was forced upon me, I thought it was the best thing I could do. And in that letter I told her to let me know if she were in any trouble: don't think I would not have done everything I could. But I was all wrong from the very first, and horrible wrong has come of it. God knows, I'd give my life if I could undo it.”"
q02241,Adam,0.96,before-name-verb,2127,"“How did she seem when you left her, sir?”"
q02242,,0.00,unresolved,2128,"“Don't ask me, Adam,”"
q02243,,0.00,unresolved,2128,"“I feel sometimes as if I should go mad with thinking of her looks and what she said to me, and then, that I couldn't get a full pardon—that I couldn't save her from that wretched fate of being transported—that I can do nothing for her all those years; and she may die under it, and never know comfort any more.”"
q02244,Adam,0.98,after-verb-name,2129,"“Ah, sir,”"
q02245,Adam,0.91,same-paragraph,2129,"“you and me'll often be thinking o' the same thing, when we're a long way off one another. I'll pray God to help you, as I pray him to help me.”"
q02246,Adam,0.98,after-verb-name,2130,"“But there's that sweet woman—that Dinah Morris,”"
q02247,Adam,0.91,same-paragraph,2130,"“she says she shall stay with her to the very last moment—till she goes; and the poor thing clings to her as if she found some comfort in her. I could worship that woman; I don't know what I should do if she were not there. Adam, you will see her when she comes back. I could say nothing to her yesterday—nothing of what I felt towards her. Tell her,”"
q02248,Adam,0.91,same-paragraph,2130,"“tell her I asked you to give her this in remembrance of me—of the man to whom she is the one source of comfort, when he thinks of... I know she doesn't care about such things—or anything else I can give her for its own sake. But she will use the watch—I shall like to think of her using it.”"
q02249,Adam,0.97,after-name-verb,2131,"“I'll give it to her, sir,”"
q02250,Adam,0.96,before-name-verb,2131,“and tell her your words. She told me she should come back to the people at the Hall Farm.”
q02251,Adam,0.91,same-paragraph,2132,"“And you will persuade the Poysers to stay, Adam?”"
q02252,Adam,0.96,before-name-verb,2132,"“You will stay yourself, and help Mr. Irwine to carry out the repairs and improvements on the estate?”"
q02253,Adam,0.98,after-verb-name,2133,"“There's one thing, sir, that perhaps you don't take account of,”"
q02254,Adam,0.94,before-verb-name,2133,"“and that was what made me hang back longer. You see, it's the same with both me and the Poysers: if we stay, it's for our own worldly interest, and it looks as if we'd put up with anything for the sake o' that. I know that's what they'll feel, and I can't help feeling a little of it myself. When folks have got an honourable independent spirit, they don't like to do anything that might make 'em seem base-minded.”"
q02255,Adam,0.78,neighbor-continuation,2134,"“But no one who knows you will think that, Adam. That is not a reason strong enough against a course that is really more generous, more unselfish than the other. And it will be known—it shall be made known, that both you and the Poysers stayed at my entreaty. Adam, don't try to make things worse for me; I'm punished enough without that.”"
q02256,Adam,0.97,after-name-verb,2135,"“No, sir, no,”"
q02257,Adam,0.96,before-name-verb,2135,"“God forbid I should make things worse for you. I used to wish I could do it, in my passion—but that was when I thought you didn't feel enough. I'll stay, sir, I'll do the best I can. It's all I've got to think of now—to do my work well and make the world a bit better place for them as can enjoy it.”"
q02258,Adam,0.78,neighbor-continuation,2136,"“Then we'll part now, Adam. You will see Mr. Irwine to-morrow, and consult with him about everything.”"
q02259,Adam,0.98,after-verb-name,2137,"“Are you going soon, sir?”"
q02260,,0.00,unresolved,2138,"“As soon as possible—after I've made the necessary arrangements. Good-bye, Adam. I shall think of you going about the old place.”"
q02261,,0.00,unresolved,2139,"“Good-bye, sir. God bless you.”"
q02262,,0.00,unresolved,2145,"“Baby,”"
q02263,,0.00,unresolved,2146,"“I never saw the like to you, Dinah,”"
q02264,,0.00,unresolved,2146,"“when you've once took anything into your head: there's no more moving you than the rooted tree. You may say what you like, but I don't believe that's religion; for what's the Sermon on the Mount about, as you're so fond o' reading to the boys, but doing what other folks 'ud have you do? But if it was anything unreasonable they wanted you to do, like taking your cloak off and giving it to 'em, or letting 'em slap you i' the face, I daresay you'd be ready enough. It's only when one 'ud have you do what's plain common sense and good for yourself, as you're obstinate th' other way.”"
q02265,Dinah,0.98,after-verb-name,2147,"“Nay, dear Aunt,”"
q02266,Dinah,0.96,before-name-verb,2147,“I'm sure your wish 'ud be a reason for me to do anything that I didn't feel it was wrong to do.”
q02267,Dinah,0.78,neighbor-continuation,2148,"“Wrong! You drive me past bearing. What is there wrong, I should like to know, i' staying along wi' your own friends, as are th' happier for having you with 'em an' are willing to provide for you, even if your work didn't more nor pay 'em for the bit o' sparrow's victual y' eat and the bit o' rag you put on? An' who is it, I should like to know, as you're bound t' help and comfort i' the world more nor your own flesh and blood—an' me th' only aunt you've got above-ground, an' am brought to the brink o' the grave welly every winter as comes, an' there's the child as sits beside you 'ull break her little heart when you go, an' the grandfather not been dead a twelvemonth, an' your uncle 'ull miss you so as never was—a-lighting his pipe an' waiting on him, an' now I can trust you wi' the butter, an' have had all the trouble o' teaching you, and there's all the sewing to be done, an' I must have a strange gell out o' Treddles'on to do it—an' all because you must go back to that bare heap o' stones as the very crows fly over an' won't stop at.”"
q02268,Dinah,0.98,after-verb-name,2149,"“Dear Aunt Rachel,”"
q02269,Dinah,0.91,same-paragraph,2149,"“it's your kindness makes you say I'm useful to you. You don't really want me now, for Nancy and Molly are clever at their work, and you're in good health now, by the blessing of God, and my uncle is of a cheerful countenance again, and you have neighbours and friends not a few—some of them come to sit with my uncle almost daily. Indeed, you will not miss me; and at Snowfield there are brethren and sisters in great need, who have none of those comforts you have around you. I feel that I am called back to those amongst whom my lot was first cast. I feel drawn again towards the hills where I used to be blessed in carrying the word of life to the sinful and desolate.”"
q02270,,0.00,unresolved,2150,"“You feel! Yes,”"
q02271,,0.00,unresolved,2150,"“that's allays the reason I'm to sit down wi', when you've a mind to do anything contrairy. What do you want to be preaching for more than you're preaching now? Don't you go off, the Lord knows where, every Sunday a-preaching and praying? An' haven't you got Methodists enow at Treddles'on to go and look at, if church-folks's faces are too handsome to please you? An' isn't there them i' this parish as you've got under hand, and they're like enough to make friends wi' Old Harry again as soon as your back's turned? There's that Bessy Cranage—she'll be flaunting i' new finery three weeks after you're gone, I'll be bound. She'll no more go on in her new ways without you than a dog 'ull stand on its hind-legs when there's nobody looking. But I suppose it doesna matter so much about folks's souls i' this country, else you'd be for staying with your own aunt, for she's none so good but what you might help her to be better.”"
q02272,,0.00,unresolved,2151,"“See there! It's tea-time; an' if Martin's i' the rick-yard, he'll like a cup. Here, Totty, my chicken, let mother put your bonnet on, and then you go out into the rick-yard and see if Father's there, and tell him he mustn't go away again without coming t' have a cup o' tea; and tell your brothers to come in too.”"
q02273,Molly,0.91,same-paragraph,2153,"“You talk o' them gells Nancy and Molly being clever i' their work,”"
q02274,Molly,0.96,before-name-verb,2153,"“it's fine talking. They're all the same, clever or stupid—one can't trust 'em out o' one's sight a minute. They want somebody's eye on 'em constant if they're to be kept to their work. An' suppose I'm ill again this winter, as I was the winter before last? Who's to look after 'em then, if you're gone? An' there's that blessed child—something's sure t' happen to her—they'll let her tumble into the fire, or get at the kettle wi' the boiling lard in't, or some mischief as 'ull lame her for life; an' it'll be all your fault, Dinah.”"
q02275,Dinah,0.98,after-verb-name,2154,"“Aunt,”"
q02276,Dinah,0.94,before-verb-name,2154,"“I promise to come back to you in the winter if you're ill. Don't think I will ever stay away from you if you're in real want of me. But, indeed, it is needful for my own soul that I should go away from this life of ease and luxury in which I have all things too richly to enjoy—at least that I should go away for a short space. No one can know but myself what are my inward needs, and the besetments I am most in danger from. Your wish for me to stay is not a call of duty which I refuse to hearken to because it is against my own desires; it is a temptation that I must resist, lest the love of the creature should become like a mist in my soul shutting out the heavenly light.”"
q02277,,0.00,unresolved,2155,"“It passes my cunning to know what you mean by ease and luxury,”"
q02278,,0.00,unresolved,2155,"“It's true there's good victual enough about you, as nobody shall ever say I don't provide enough and to spare, but if there's ever a bit o' odds an' ends as nobody else 'ud eat, you're sure to pick it out... but look there! There's Adam Bede a-carrying the little un in. I wonder how it is he's come so early.”"
q02279,,0.00,unresolved,2157,"“Oh for shame, Totty! Little gells o' five year old should be ashamed to be carried. Why, Adam, she'll break your arm, such a big gell as that; set her down—for shame!”"
q02280,Adam,0.98,after-verb-name,2158,"“Nay, nay,”"
q02281,Adam,0.94,before-verb-name,2158,“I can lift her with my hand—I've no need to take my arm to it.”
q02282,Adam,0.98,after-verb-name,2160,"“You're surprised to see me at this hour o' the day,”"
q02283,,0.00,unresolved,2161,"“Yes, but come in,”"
q02284,,0.00,unresolved,2161,"“there's no bad news, I hope?”"
q02285,Dinah,0.98,after-verb-name,2162,"“No, nothing bad,”"
q02286,Adam,0.98,after-verb-name,2163,"“It's an errand to you brought me, Dinah,”"
q02287,Dinah,0.96,before-name-verb,2163,"“mother's a bit ailing, and she's set her heart on your coming to stay the night with her, if you'll be so kind. I told her I'd call and ask you as I came from the village. She overworks herself, and I can't persuade her to have a little girl t' help her. I don't know what's to be done.”"
q02288,Dinah,0.78,neighbor-continuation,2164,"“Look there now! I told you there was folks enow t' help i' this parish, wi'out going further off. There's Mrs. Bede getting as old and cas'alty as can be, and she won't let anybody but you go a-nigh her hardly. The folks at Snowfield have learnt by this time to do better wi'out you nor she can.”"
q02289,Dinah,0.98,after-verb-name,2165,"“I'll put my bonnet on and set off directly, if you don't want anything done first, Aunt,”"
q02290,,0.00,unresolved,2166,"“Yes, I do want something done. I want you t' have your tea, child; it's all ready—and you'll have a cup, Adam, if y' arena in too big a hurry.”"
q02291,,0.00,unresolved,2167,"“Yes, I'll have a cup, please; and then I'll walk with Dinah. I'm going straight home, for I've got a lot o' timber valuations to write out.”"
q02292,Adam,0.91,same-paragraph,2168,"“Why, Adam, lad, are you here?”"
q02293,Adam,0.96,before-name-verb,2168,“How is it we've got sight o' you so long before foddering-time?”
q02294,Adam,0.98,after-verb-name,2169,"“I came on an errand for Mother,”"
q02295,Adam,0.94,before-verb-name,2169,"“She's got a touch of her old complaint, and she wants Dinah to go and stay with her a bit.”"
q02296,,0.00,unresolved,2170,"“Well, we'll spare her for your mother a little while,”"
q02297,,0.00,unresolved,2170,"“But we wonna spare her for anybody else, on'y her husband.”"
q02298,Marty,0.98,after-verb-name,2171,“Husband!”
q02299,Marty,0.91,same-paragraph,2171,"“Why, Dinah hasn't got a husband.”"
q02300,,0.00,unresolved,2172,“Spare her?”
q02301,,0.00,unresolved,2172,"“But we must spare her, it seems, and not for a husband neither, but for her own megrims. Tommy, what are you doing to your little sister's doll? Making the child naughty, when she'd be good if you'd let her. You shanna have a morsel o' cake if you behave so.”"
q02302,,0.00,unresolved,2174,“What do you think Dinah's been a-telling me since dinner-time?”
q02303,,0.00,unresolved,2175,"“Eh! I'm a poor un at guessing,”"
q02304,,0.00,unresolved,2176,"“Why, she means to go back to Snowfield again, and work i' the mill, and starve herself, as she used to do, like a creatur as has got no friends.”"
q02305,,0.00,unresolved,2177,"“Why, I hoped Dinah was settled among us for life. I thought she'd given up the notion o' going back to her old country.”"
q02306,,0.00,unresolved,2178,"“Thought! Yes,”"
q02307,,0.00,unresolved,2178,"“and so would anybody else ha' thought, as had got their right end up'ards. But I suppose you must be a Methodist to know what a Methodist 'ull do. It's ill guessing what the bats are flying after.”"
q02308,Dinah,0.91,same-paragraph,2179,"“Why, what have we done to you. Dinah, as you must go away from us?”"
q02309,Dinah,0.96,before-name-verb,2179,"“It's like breaking your word, welly, for your aunt never had no thought but you'd make this your home.”"
q02310,Dinah,0.98,after-verb-name,2180,"“Nay, Uncle,”"
q02311,Dinah,0.94,before-verb-name,2180,"“When I first came, I said it was only for a time, as long as I could be of any comfort to my aunt.”"
q02312,,0.00,unresolved,2181,"“Well, an' who said you'd ever left off being a comfort to me?”"
q02313,,0.00,unresolved,2181,"“If you didna mean to stay wi' me, you'd better never ha' come. Them as ha' never had a cushion don't miss it.”"
q02314,,0.00,unresolved,2182,"“Nay, nay,”"
q02315,,0.00,unresolved,2182,"“Thee mustna say so; we should ha' been ill off wi'out her, Lady day was a twelvemont'. We mun be thankful for that, whether she stays or no. But I canna think what she mun leave a good home for, to go back int' a country where the land, most on't, isna worth ten shillings an acre, rent and profits.”"
q02316,,0.00,unresolved,2183,"“Why, that's just the reason she wants to go, as fur as she can give a reason,”"
q02317,,0.00,unresolved,2183,"“She says this country's too comfortable, an' there's too much t' eat, an' folks arena miserable enough. And she's going next week. I canna turn her, say what I will. It's allays the way wi' them meek-faced people; you may's well pelt a bag o' feathers as talk to 'em. But I say it isna religion, to be so obstinate—is it now, Adam?”"
q02318,Dinah,0.96,before-name-verb,2184,"“Nay, I can't find fault with anything Dinah does. I believe her thoughts are better than our guesses, let 'em be what they may. I should ha' been thankful for her to stay among us, but if she thinks well to go, I wouldn't cross her, or make it hard to her by objecting. We owe her something different to that.”"
q02319,Totty,0.98,after-verb-name,2186,"“Mother, what's Dinah crying for?”"
q02320,Dinah,0.96,before-name-verb,2186,“She isn't a naughty dell.”
q02321,,0.00,unresolved,2187,"“Thee'st gone a bit too fur,”"
q02322,,0.00,unresolved,2187,"“We've no right t' interfere with her doing as she likes. An' thee'dst be as angry as could be wi' me, if I said a word against anything she did.”"
q02323,,0.00,unresolved,2188,"“Because you'd very like be finding fault wi'out reason,”"
q02324,,0.00,unresolved,2188,"“But there's reason i' what I say, else I shouldna say it. It's easy talking for them as can't love her so well as her own aunt does. An' me got so used to her! I shall feel as uneasy as a new sheared sheep when she's gone from me. An' to think of her leaving a parish where she's so looked on. There's Mr. Irwine makes as much of her as if she was a lady, for all her being a Methodist, an' wi' that maggot o' preaching in her head—God forgi'e me if I'm i' the wrong to call it so.”"
q02325,Adam,0.97,after-name-verb,2189,"“Aye,”"
q02326,Bartle Massey,0.98,after-verb-name,2189,"“but thee dostna tell Adam what he said to thee about it one day. The missis was saying, Adam, as the preaching was the only fault to be found wi' Dinah, and Mr. Irwine says, ‘But you mustn't find fault with her for that, Mrs. Poyser; you forget she's got no husband to preach to. I'll answer for it, you give Poyser many a good sermon.' The parson had thee there,”"
q02327,,0.00,unresolved,2189,"“I told Bartle Massey on it, an' he laughed too.”"
q02328,,0.00,unresolved,2190,"“Yes, it's a small joke sets men laughing when they sit a-staring at one another with a pipe i' their mouths,”"
q02329,,0.00,unresolved,2190,"“Give Bartle Massey his way and he'd have all the sharpness to himself. If the chaff-cutter had the making of us, we should all be straw, I reckon. Totty, my chicken, go upstairs to cousin Dinah, and see what she's doing, and give her a pretty kiss.”"
q02330,Adam,0.91,same-paragraph,2192,"“You're rare and busy now—eh, Adam?”"
q02331,Adam,0.96,before-name-verb,2192,"“Burge's getting so bad wi' his asthmy, it's well if he'll ever do much riding about again.”"
q02332,Adam,0.98,after-verb-name,2193,"“Yes, we've got a pretty bit o' building on hand now,”"
q02333,Adam,0.94,before-verb-name,2193,"“what with the repairs on th' estate, and the new houses at Treddles'on.”"
q02334,Mary,0.91,same-paragraph,2194,"“I'll bet a penny that new house Burge is building on his own bit o' land is for him and Mary to go to,”"
q02335,Mary,0.96,before-name-verb,2194,"“He'll be for laying by business soon, I'll warrant, and be wanting you to take to it all and pay him so much by th' 'ear. We shall see you living on th' hill before another twelvemont's over.”"
q02336,Adam,0.98,after-verb-name,2195,"“Well,”"
q02337,Adam,0.94,before-verb-name,2195,"“I should like t' have the business in my own hands. It isn't as I mind much about getting any more money. We've enough and to spare now, with only our two selves and mother; but I should like t' have my own way about things—I could try plans then, as I can't do now.”"
q02338,,0.00,unresolved,2196,"“You get on pretty well wi' the new steward, I reckon?”"
q02339,,0.00,unresolved,2197,"“Yes, yes; he's a sensible man enough; understands farming—he's carrying on the draining, and all that, capital. You must go some day towards the Stonyshire side and see what alterations they're making. But he's got no notion about buildings. You can so seldom get hold of a man as can turn his brains to more nor one thing; it's just as if they wore blinkers like th' horses and could see nothing o' one side of 'em. Now, there's Mr. Irwine has got notions o' building more nor most architects; for as for th' architects, they set up to be fine fellows, but the most of 'em don't know where to set a chimney so as it shan't be quarrelling with a door. My notion is, a practical builder that's got a bit o' taste makes the best architect for common things; and I've ten times the pleasure i' seeing after the work when I've made the plan myself.”"
q02340,Adam,0.96,before-name-verb,2198,"“Well, lad, I'll bid you good-bye now, for I'm off to the rick-yard again.”"
q02341,Adam,0.97,after-name-verb,2200,"“You're ready, I see, Dinah,”"
q02342,Adam,0.96,before-name-verb,2200,"“so we'll set off, for the sooner I'm at home the better.”"
q02343,Totty,0.98,after-verb-name,2201,"“Mother,”"
q02344,Totty,0.94,before-verb-name,2201,“Dinah was saying her prayers and crying ever so.”
q02345,,0.00,unresolved,2202,"“Hush, hush,”"
q02346,,0.00,unresolved,2202,“little gells mustn't chatter.”
q02347,Dinah,0.91,same-paragraph,2204,"“Come back to-morrow if Mrs. Bede doesn't want you, Dinah,”"
q02348,Dinah,0.96,before-name-verb,2204,"“but you can stay, you know, if she's ill.”"
q02349,Adam,0.97,after-name-verb,2208,"“You can't be happy, then, to make the Hall Farm your home, Dinah?”"
q02350,Adam,0.96,before-name-verb,2208,"“It's a pity, seeing they're so fond of you.”"
q02351,Adam,0.78,neighbor-continuation,2209,"“You know, Adam, my heart is as their heart, so far as love for them and care for their welfare goes, but they are in no present need. Their sorrows are healed, and I feel that I am called back to my old work, in which I found a blessing that I have missed of late in the midst of too abundant worldly good. I know it is a vain thought to flee from the work that God appoints us, for the sake of finding a greater blessing to our own souls, as if we could choose for ourselves where we shall find the fulness of the Divine Presence, instead of seeking it where alone it is to be found, in loving obedience. But now, I believe, I have a clear showing that my work lies elsewhere—at least for a time. In the years to come, if my aunt's health should fail, or she should otherwise need me, I shall return.”"
q02352,Adam,0.98,after-verb-name,2210,"“You know best, Dinah,”"
q02353,Dinah,0.96,before-name-verb,2210,"“I don't believe you'd go against the wishes of them that love you, and are akin to you, without a good and sufficient reason in your own conscience. I've no right to say anything about my being sorry: you know well enough what cause I have to put you above every other friend I've got; and if it had been ordered so that you could ha' been my sister, and lived with us all our lives, I should ha' counted it the greatest blessing as could happen to us now. But Seth tells me there's no hope o' that: your feelings are different, and perhaps I'm taking too much upon me to speak about it.”"
q02354,Adam,0.96,before-name-verb,2211,"“I hope I've not hurt or displeased you by what I've said, Dinah. Perhaps I was making too free. I've no wish different from what you see to be best, and I'm satisfied for you to live thirty mile off, if you think it right. I shall think of you just as much as I do now, for you're bound up with what I can no more help remembering than I can help my heart beating.”"
q02355,Dinah,0.96,before-name-verb,2212,"“Have you heard any news from that poor young man, since we last spoke of him?”"
q02356,Adam,0.98,after-verb-name,2214,"“Yes,”"
q02357,Adam,0.94,before-verb-name,2214,"“Mr. Irwine read me part of a letter from him yesterday. It's pretty certain, they say, that there'll be a peace soon, though nobody believes it'll last long; but he says he doesn't mean to come home. He's no heart for it yet, and it's better for others that he should keep away. Mr. Irwine thinks he's in the right not to come. It's a sorrowful letter. He asks about you and the Poysers, as he always does. There's one thing in the letter cut me a good deal: ‘You can't think what an old fellow I feel,' he says; ‘I make no schemes now. I'm the best when I've a good day's march or fighting before me.'”"
q02358,Dinah,0.98,after-verb-name,2215,"“He's of a rash, warm-hearted nature, like Esau, for whom I have always felt great pity,”"
q02359,Dinah,0.94,before-verb-name,2215,"“That meeting between the brothers, where Esau is so loving and generous, and Jacob so timid and distrustful, notwithstanding his sense of the Divine favour, has always touched me greatly. Truly, I have been tempted sometimes to say that Jacob was of a mean spirit. But that is our trial: we must learn to see the good in the midst of much that is unlovely.”"
q02360,Adam,0.98,after-verb-name,2216,"“Ah,”"
q02361,Adam,0.94,before-verb-name,2216,"“I like to read about Moses best, in th' Old Testament. He carried a hard business well through, and died when other folks were going to reap the fruits. A man must have courage to look at his life so, and think what'll come of it after he's dead and gone. A good solid bit o' work lasts: if it's only laying a floor down, somebody's the better for it being done well, besides the man as does it.”"
q02362,Adam,0.96,before-name-verb,2217,"“Ah, here's Seth. I thought he'd be home soon. Does he know of you're going, Dinah?”"
q02363,,0.00,unresolved,2218,"“Yes, I told him last Sabbath.”"
q02364,Dinah,0.96,before-name-verb,2219,"“I'm thankful you're come, Dinah, for Mother's been hungering after the sight of you all day. She began to talk of you the first thing in the morning.”"
q02365,Dinah,0.98,after-verb-name,2221,"“Coom, child, thee't coom at last,”"
q02366,Dinah,0.94,before-verb-name,2221,“What dost mane by lavin' me a week an' ne'er coomin' a-nigh me?”
q02367,Dinah,0.98,after-verb-name,2222,"“Dear friend,”"
q02368,Dinah,0.94,before-verb-name,2222,"“you're not well. If I'd known it sooner, I'd have come.”"
q02369,,0.00,unresolved,2223,"“An' how's thee t' know if thee dostna coom? Th' lads on'y know what I tell 'em. As long as ye can stir hand and foot the men think ye're hearty. But I'm none so bad, on'y a bit of a cold sets me achin'. An' th' lads tease me so t' ha' somebody wi' me t' do the work—they make me ache worse wi' talkin'. If thee'dst come and stay wi' me, they'd let me alone. The Poysers canna want thee so bad as I do. But take thy bonnet off, an' let me look at thee.”"
q02370,Lisbeth,0.98,after-verb-name,2225,“What's the matter wi' thee?”
q02371,Lisbeth,0.94,before-verb-name,2225,“thee'st been a-cryin'.”
q02372,Dinah,0.98,after-verb-name,2226,"“It's only a grief that'll pass away,”"
q02373,Dinah,0.91,same-paragraph,2226,“You shall know about it shortly—we'll talk of it to-night. I shall stay with you to-night.”
q02374,Lisbeth,0.91,same-paragraph,2228,"“Nay, nay, shut the book,”"
q02375,Lisbeth,0.96,before-name-verb,2228,"“We mun talk. I want t' know what thee was cryin' about. Hast got troubles o' thy own, like other folks?”"
q02376,Seth,0.91,same-paragraph,2229,“figuring”
q02377,Seth,0.96,before-name-verb,2229,“Can I help thee with anything in here to-night? I don't want to make a noise in the shop.”
q02378,Adam,0.97,after-name-verb,2230,"“No, lad,”"
q02379,Adam,0.96,before-name-verb,2230,“there's nothing but what I must do myself. Thee'st got thy new book to read.”
q02380,,0.00,unresolved,2231,"“th' lad liked to sit full o' thoughts he could give no account of; they'd never come t' anything, but they made him happy,”"
q02381,Adam,0.97,after-name-verb,2234,"“It's wonderful she doesn't love th' lad,”"
q02382,Adam,0.96,before-name-verb,2234,"“for anybody 'ud think he was just cut out for her. But her heart's so taken up with other things. She's one o' those women that feel no drawing towards having a husband and children o' their own. She thinks she should be filled up with her own life then, and she's been used so to living in other folks's cares, she can't bear the thought of her heart being shut up from 'em. I see how it is, well enough. She's cut out o' different stuff from most women: I saw that long ago. She's never easy but when she's helping somebody, and marriage 'ud interfere with her ways—that's true. I've no right to be contriving and thinking it 'ud be better if she'd have Seth, as if I was wiser than she is—or than God either, for He made her what she is, and that's one o' the greatest blessings I've ever had from His hands, and others besides me.”"
q02383,Adam,0.96,before-name-verb,2236,"“very handy in the housework,”"
q02384,,0.00,unresolved,2239,“Peace!”
q02385,,0.00,unresolved,2239,“Be still!”
q02386,Seth,0.96,before-name-verb,2241,"“Seth, is your brother wrathful when his papers are stirred?”"
q02387,Seth,0.98,after-verb-name,2242,"“Yes, very, when they are not put back in the right places,”"
q02388,,0.00,unresolved,2244,"“What! You think I'm a cross fellow at home, Dinah?”"
q02389,Dinah,0.98,after-verb-name,2245,"“Nay,”"
q02390,Dinah,0.94,before-verb-name,2245,"“not so. But you might be put about by finding things meddled with; and even the man Moses, the meekest of men, was wrathful sometimes.”"
q02391,Adam,0.98,after-verb-name,2246,"“Come, then,”"
q02392,Adam,0.94,before-verb-name,2246,"“I'll help you move the things, and put 'em back again, and then they can't get wrong. You're getting to be your aunt's own niece, I see, for particularness.”"
q02393,Dinah,0.96,before-name-verb,2247,"“Dinah, you're not displeased with me for anything, are you? I've not said or done anything to make you think ill of me?”"
q02394,,0.00,unresolved,2248,"“Oh, no, Adam! how could you think so?”"
q02395,Adam,0.98,after-verb-name,2249,"“I couldn't bear you not to feel as much a friend to me as I do to you,”"
q02396,Adam,0.94,before-verb-name,2249,"“And you don't know the value I set on the very thought of you, Dinah. That was what I meant yesterday, when I said I'd be content for you to go, if you thought right. I meant, the thought of you was worth so much to me, I should feel I ought to be thankful, and not grumble, if you see right to go away. You know I do mind parting with you, Dinah?”"
q02397,Dinah,0.98,after-verb-name,2250,"“Yes, dear friend,”"
q02398,Dinah,0.94,before-verb-name,2250,"“I know you have a brother's heart towards me, and we shall often be with one another in spirit; but at this season I am in heaviness through manifold temptations. You must not mark me. I feel called to leave my kindred for a while; but it is a trial—the flesh is weak.”"
q02399,Seth,0.98,after-verb-name,2252,"“I hurt you by talking about it, Dinah,”"
q02400,Dinah,0.96,before-name-verb,2252,“I'll say no more. Let's see if Seth's ready with breakfast now.”
q02401,,0.00,unresolved,2253,"“light,”"
q02402,,0.00,unresolved,2253,"“sound,”"
q02403,,0.00,unresolved,2253,"“stars,”"
q02404,,0.00,unresolved,2253,“music”
q02405,,0.00,unresolved,2253,“chips”
q02406,,0.00,unresolved,2253,“sawdust.”
q02407,,0.00,unresolved,2253,“light”
q02408,,0.00,unresolved,2253,"“music,”"
q02409,Lisbeth,0.98,after-verb-name,2255,"“For a long while,”"
q02410,Lisbeth,0.98,after-verb-name,2256,"“Then it'll be for all my life, an' I shall ne'er see thee again,”"
q02411,Lisbeth,0.94,before-verb-name,2256,"“Long while! I'n got no long while t' live. An' I shall be took bad an' die, an' thee canst ne'er come a-nigh me, an' I shall die a-longing for thee.”"
q02412,,0.00,unresolved,2257,“contrairiness”
q02413,,0.00,unresolved,2257,“couldna' ha' one o' the lads”
q02414,Seth,0.91,same-paragraph,2258,"“Thee couldstna put up wi' Seth,”"
q02415,Seth,0.96,before-name-verb,2258,"“He isna cliver enough for thee, happen, but he'd ha' been very good t' thee—he's as handy as can be at doin' things for me when I'm bad, an' he's as fond o' the Bible an' chappellin' as thee art thysen. But happen, thee'dst like a husband better as isna just the cut o' thysen: the runnin' brook isna athirst for th' rain. Adam 'ud ha' done for thee—I know he would—an' he might come t' like thee well enough, if thee'dst stop. But he's as stubborn as th' iron bar—there's no bending him no way but's own. But he'd be a fine husband for anybody, be they who they will, so looked-on an' so cliver as he is. And he'd be rare an' lovin': it does me good on'y a look o' the lad's eye when he means kind tow'rt me.”"
q02416,,0.00,unresolved,2259,"“The God of love and peace be with them,”"
q02417,,0.00,unresolved,2259,"“Make them glad according to the days wherein thou hast afflicted them, and the years wherein they have seen evil. It is thy will that I should part from them; let me have no will but thine.”"
